feature,coef,abs_coef
cat__Station_Primary School Chobla,0.8900745714240088,0.8900745714240088
cat__Station_Primary School Cholahe,0.20626843081799962,0.20626843081799962
cat__Station_Primary School Dohriya,-0.7063366285885877,0.7063366285885877
cat__Station_Primary School English Medium Qutubpur Labdauna,2.0071442405626385,2.0071442405626385
cat__Station_Primary School Gudha,-2.537477273554316,2.537477273554316
cat__Station_Primary School Harinahpur,-5.787441956409793,5.787441956409793
cat__Station_Primary School Harivanshpur,-0.2584547476510579,0.2584547476510579
cat__Station_Primary School Jagannathpur,-3.624995819467358,3.624995819467358
cat__Station_Primary School Jagdishpur Pratham,-1.3529154342405292,1.3529154342405292
cat__Station_Primary School Jainpur,1.002729115270867,1.002729115270867
cat__Station_Primary School Jairampur,-9.967550484186404,9.967550484186404
cat__Station_Primary School Jamunia,0.6032363861097565,0.6032363861097565
cat__Station_Primary School Jatmujheda,0.7910201614647576,0.7910201614647576
cat__Station_Primary School Karwal,-0.4176727321177083,0.4176727321177083
cat__Station_Primary School Keshawpur Pratham,-1.724883750134694,1.724883750134694
cat__Station_Primary School Kucharam,-16.615988052396233,16.615988052396233
cat__Station_Primary School Kurdi,5.606096676003119,5.606096676003119
cat__Station_Primary School Madari,-1.2813664062182397,1.2813664062182397
cat__Station_Primary School Mainhe hardo,0.6670882238031481,0.6670882238031481
cat__Station_Primary School Masuri,2.808818034606702,2.808818034606702
cat__Station_Primary School Mohammadpur Gurjar,-5.591607742731526,5.591607742731526
cat__Station_Primary School Nandapur,-1.0450416570274683,1.0450416570274683
cat__Station_Primary School No. 1 Barawad,-3.6451664973318145,3.6451664973318145
cat__Station_Primary School Odaraha,-3.321801530153465,3.321801530153465
cat__Station_Primary School Pahara,1.0386012519697942,1.0386012519697942
cat__Station_Primary School Pinna,-2.2927188752254892,2.2927188752254892
cat__Station_Primary School Radnool Azizpur,5.790626182469055,5.790626182469055
cat__Station_Primary School Rathoda,-3.3626136956615937,3.3626136956615937
"cat__Station_Primary School Sahjanwa , Pratham Pipra",-0.9523890512292184,0.9523890512292184
cat__Station_Primary School Sahori,2.0405894398991222,2.0405894398991222
cat__Station_Primary School Salawa,1.9708028907104982,1.9708028907104982
cat__Station_Primary School Sanda-Sanee,-14.506233488309363,14.506233488309363
cat__Station_Primary School Shekhpuri,2.6657240822190857,2.6657240822190857
cat__Station_Primary School Sonda,2.5969382163302726,2.5969382163302726
cat__Station_Primary School Vamanpura,-2.6269851270517393,2.6269851270517393
cat__Station_Primary School chandsina,-1.9684299177590674,1.9684299177590674
"cat__Station_Primary School,  Todarpur",1.1812056390357952,1.1812056390357952
"cat__Station_Primary School, Anrabali",0.5434939399538514,0.5434939399538514
"cat__Station_Primary School, Asara Bighawati",0.43785434187608985,0.43785434187608985
"cat__Station_Primary School, Badagaon bharati form",-0.7905868652125605,0.7905868652125605
"cat__Station_Primary School, Baghpokhar",-1.4697409020553778,1.4697409020553778
"cat__Station_Primary School, Bamhauri",19.891007095350943,19.891007095350943
"cat__Station_Primary School, Bamhoori Khurd",-2.4371074092646268,2.4371074092646268
"cat__Station_Primary School, Bandpur",-0.8336695352570302,0.8336695352570302
"cat__Station_Primary School, Bartha Lala",0.4104714131684659,0.4104714131684659
"cat__Station_Primary School, Basti",1.8223013124522822,1.8223013124522822
"cat__Station_Primary School, Belatal",-0.50485874681317,0.50485874681317
"cat__Station_Primary School, Belaukh",1.4575051703202462,1.4575051703202462
"cat__Station_Primary School, Bgra khisani bujurg",-1.801229329589006,1.801229329589006
"cat__Station_Primary School, Bhadauda",-1.116934693704362,1.116934693704362
"cat__Station_Primary School, Bhagwanpur",-6.122552978476648,6.122552978476648
"cat__Station_Primary School, Bhalsona",3.5905214530280603,3.5905214530280603
"cat__Station_Primary School, Bhartpura",-1.9202579298129763,1.9202579298129763
"cat__Station_Primary School, Bilata",-4.222139448457995,4.222139448457995
"cat__Station_Primary School, Block Office",-1.443763518499253,1.443763518499253
